T1: 1 56, 3 8, 5 18, 7 12, 9 12, 11 45, 13 8, 15 3, 17 6, 19 21, 21 3, 23 5, 25 3, 27 18, 29 40, 31 30, 34 30, 36 1, 38 6, 40 77, 42 5, 44 7, 46 7, 48 21, 50 45, 52 30, 54 8, 56 20, 58 6, 60 40, 62 3, 64 4, 66 4, 68 56, 70 10, 72 48, 74 7
T1596: 2 24, 3 28, 5 27, 7 9, 9 18, 11 40, 13 7, 15 27, 17 27, 19 30, 22 3, 23 20, 26 6, 27 18, 29 24, 31 9, 34 12, 36 5, 39 12, 40 88, 42 2, 44 5, 46 2, 48 42, 50 45, 52 60, 55 2, 56 36, 58 1, 60 28, 62 3, 64 24, 66 24, 68 21, 70 2, 72 36, 75 18
T1597: 2 27, 3 36, 5 24, 7 6, 9 4, 11 20, 13 3, 15 15, 17 24, 19 15, 22 2, 23 30, 26 4, 28 2, 29 40, 31 3, 34 48, 36 1, 38 1, 40 11, 42 10, 44 2, 46 10, 48 49, 50 50, 52 30, 54 2, 56 4, 58 5, 60 20, 62 1, 64 20, 66 20, 68 56, 70 4, 72 54, 75 3
T1598: 2 24, 3 4, 5 12, 7 21, 9 10, 11 30, 14 2, 15 21, 17 18, 19 27, 22 9, 23 45, 26 3, 28 10, 29 28, 31 24, 34 36, 36 8, 38 10, 40 44, 42 1, 44 2, 46 2, 48 63, 50 35, 52 6, 54 5, 56 36, 58 7, 60 32, 62 10, 64 12, 66 40, 68 56, 70 10, 72 6, 75 6
T1599: 2 9, 3 24, 5 9, 7 12, 9 8, 11 50, 13 7, 15 21, 17 27, 19 18, 22 1, 23 10, 26 1, 28 16, 29 20, 31 15, 34 42, 36 1, 38 10, 40 66, 42 5, 44 7, 46 10, 48 70, 50 5, 52 48, 55 8, 56 40, 58 7, 60 28, 62 3, 64 24, 66 16, 68 21, 70 6, 72 54, 75 24
T1600: 2 15, 3 28, 5 9, 7 12, 9 12, 11 15, 14 9, 15 6, 17 15, 19 6, 22 5, 23 5, 26 2, 28 12, 29 28, 31 9, 34 12, 36 3, 38 6, 40 33, 42 7, 44 10, 46 3, 48 49, 50 15, 52 36, 55 18, 56 28, 58 7, 60 28, 62 10, 64 32, 66 4, 68 42, 70 6, 72 12, 75 21
T1601: 1 49, 4 45, 5 30, 7 18, 9 16, 11 25, 13 6, 15 15, 17 15, 19 18, 21 9, 24 4, 25 2, 28 12, 29 24, 33 90, 34 48, 36 2, 38 4, 40 11, 42 6, 44 9, 46 7, 48 28, 51 20, 52 18, 54 8, 56 16, 58 2, 60 12, 62 2, 64 24, 66 36, 68 7, 70 18, 73 2, 74 2
T1602: 1 42, 4 15, 5 24, 7 18, 9 16, 12 4, 13 1, 15 18, 17 3, 20 5, 21 9, 24 20, 25 10, 28 20, 29 24, 33 54, 34 18, 36 7, 38 7, 40 88, 42 10, 44 2, 47 21, 48 63, 51 18, 52 24, 54 9, 56 20, 58 4, 60 16, 62 10, 64 20, 66 24, 68 56, 70 6, 73 14, 74 4
T1603: 1 49, 4 10, 6 20, 7 12, 9 16, 11 30, 13 9, 15 24, 17 30, 19 27, 21 6, 24 6, 25 4, 28 16, 29 20, 33 72, 34 18, 36 9, 38 5, 40 44, 42 6, 44 8, 46 4, 48 21, 50 25, 52 12, 54 6, 56 36, 58 4, 60 28, 62 3, 64 12, 66 40, 68 14, 71 28, 73 18, 74 3
T1604: 1 42, 4 45, 5 18, 7 9, 10 12, 12 12, 13 7, 15 3, 17 3, 19 9, 21 7, 24 8, 25 2, 28 12, 29 24, 33 81, 34 12, 36 6, 38 5, 40 22, 42 4, 44 2, 46 5, 48 56, 50 45, 52 36, 54 6, 56 32, 58 6, 60 28, 62 3, 64 12, 66 28, 68 49, 71 12, 73 2, 74 2
T1605: 1 49, 4 35, 5 21, 7 15, 9 12, 12 6, 13 9, 15 3, 17 9, 20 9, 21 3, 24 14, 25 8, 28 10, 29 36, 33 54, 34 42, 36 4, 38 8, 40 11, 42 6, 44 3, 47 27, 48 63, 50 15, 52 24, 54 9, 56 28, 58 3, 60 40, 62 10, 64 16, 66 20, 68 49, 70 18, 73 20, 74 4
T1606: 1 49, 4 10, 5 27, 7 15, 9 14, 12 6, 13 3, 15 15, 17 6, 20 10, 21 1, 24 16, 25 3, 28 16, 29 28, 33 81, 34 54, 36 5, 38 3, 40 99, 42 6, 44 1, 47 12, 48 21, 50 30, 52 42, 54 3, 56 24, 58 1, 60 8, 62 2, 64 4, 66 8, 68 56, 71 32, 73 2, 74 2
T1607: 1 14, 4 30, 5 27, 7 12, 9 18, 11 50, 13 9, 15 27, 17 30, 19 21, 21 5, 24 12, 25 6, 28 14, 29 32, 33 90, 34 18, 36 6, 38 1, 40 22, 42 7, 44 7, 46 5, 48 42, 51 18, 52 60, 54 1, 56 16, 58 10, 60 28, 63 6, 64 20, 66 24, 68 63, 70 16, 72 36, 74 6
T1608: 1 42, 4 45, 6 32, 7 21, 9 4, 11 40, 13 10, 15 18, 17 6, 19 27, 21 6, 24 12, 25 4, 28 6, 29 40, 31 15, 34 36, 36 9, 38 4, 40 22, 42 6, 44 4, 46 9, 48 14, 50 45, 52 60, 54 2, 56 36, 58 2, 60 16, 62 1, 64 4, 66 4, 68 28, 71 28, 73 12, 74 4
T1609: 1 70, 4 15, 5 3, 7 6, 10 42, 12 12, 13 8, 15 3, 17 15, 19 21, 21 9, 24 16, 25 9, 28 10, 29 16, 31 12, 34 36, 36 1, 38 3, 40 77, 42 10, 44 10, 46 7, 48 21, 50 45, 52 30, 54 8, 56 8, 58 3, 60 12, 62 9, 64 12, 66 32, 68 35, 71 20, 73 14, 74 7
T1610: 1 14, 4 50, 5 27, 7 21, 9 14, 12 2, 13 8, 15 18, 17 18, 20 8, 21 6, 24 6, 25 9, 28 16, 29 16, 31 18, 34 48, 36 9, 38 1, 40 99, 42 3, 44 6, 47 6, 48 42, 50 50, 52 36, 54 6, 56 8, 58 5, 60 40, 62 8, 64 40, 66 24, 68 7, 70 12, 73 10, 74 2
T1611: 1 70, 4 20, 5 3, 7 24, 9 14, 12 4, 13 3, 15 12, 17 15, 20 2, 21 8, 24 2, 25 5, 28 8, 29 16, 31 3, 34 6, 36 5, 38 6, 40 99, 42 5, 44 9, 47 9, 48 63, 50 30, 52 54, 54 3, 56 8, 58 1, 60 24, 62 5, 64 24, 66 28, 68 28, 71 28, 73 2, 74 2
T1612: 1 35, 4 25, 6 16, 7 6, 9 14, 11 45, 13 2, 15 15, 17 9, 19 24, 21 5, 24 12, 25 4, 28 10, 29 40, 33 45, 34 60, 36 1, 39 20, 40 88, 42 10, 44 8, 46 4, 48 28, 51 14, 52 42, 54 6, 56 28, 58 1, 60 8, 62 6, 64 32, 66 32, 68 49, 71 20, 73 8, 74 4
T1613: 1 42, 4 5, 5 3, 7 6, 10 18, 12 12, 13 4, 15 12, 17 12, 19 18, 21 5, 24 10, 25 10, 28 2, 29 16, 33 27, 34 36, 36 5, 39 20, 40 44, 42 1, 44 6, 46 2, 48 14, 51 2, 52 42, 54 4, 56 20, 58 8, 60 24, 62 2, 64 24, 66 8, 68 7, 71 36, 73 2, 74 10
T1614: 1 35, 4 5, 5 15, 7 24, 9 12, 12 18, 13 3, 15 3, 17 15, 20 9, 21 8, 24 18, 25 9, 28 12, 29 12, 33 63, 34 60, 36 6, 39 20, 40 22, 42 2, 44 3, 47 30, 48 28, 51 10, 52 48, 54 2, 56 40, 58 4, 60 12, 62 8, 64 16, 66 40, 68 7, 71 8, 73 20, 74 3
T1615: 1 70, 4 10, 6 40, 7 3, 9 4, 11 15, 13 2, 15 6, 17 18, 19 30, 21 7, 24 10, 25 6, 28 4, 29 8, 33 90, 34 36, 36 1, 39 16, 40 110, 42 9, 44 2, 46 5, 48 14, 50 10, 52 6, 54 9, 56 32, 58 1, 60 8, 62 9, 64 20, 66 40, 68 42, 71 16, 73 6, 74 3
T1616: 1 14, 3 24, 5 18, 7 12, 9 16, 12 20, 13 4, 16 6, 18 16, 20 5, 21 5, 23 5, 25 6, 28 4, 29 40, 31 21, 34 18, 36 4, 38 2, 40 88, 42 5, 44 6, 47 12, 48 56, 51 18, 52 36, 54 1, 56 28, 58 2, 60 16, 62 8, 64 32, 66 12, 68 7, 70 20, 72 36, 74 1
T1617: 1 42, 4 5, 5 3, 7 15, 9 12, 12 20, 13 5, 16 30, 18 12, 20 7, 21 7, 24 20, 25 8, 28 4, 29 4, 33 90, 34 54, 36 1, 38 2, 40 22, 42 10, 44 9, 46 2, 48 42, 50 20, 52 30, 54 4, 56 40, 58 6, 60 40, 62 10, 64 4, 66 8, 68 42, 70 4, 72 60, 74 5
T1618: 1 56, 4 20, 5 12, 7 12, 9 16, 11 30, 13 7, 16 12, 18 2, 20 8, 21 1, 24 2, 25 2, 28 20, 29 24, 31 12, 34 54, 36 3, 38 3, 40 88, 42 4, 44 2, 46 5, 48 21, 51 14, 52 60, 54 7, 56 20, 58 1, 60 36, 62 9, 64 20, 66 16, 68 56, 70 12, 72 60, 74 3
T1619: 1 56, 3 28, 5 9, 7 24, 9 18, 11 20, 13 4, 15 6, 17 3, 19 6, 21 5, 24 6, 25 3, 28 14, 29 8, 31 6, 34 36, 37 8, 38 10, 40 22, 42 9, 44 2, 46 3, 49 6, 51 10, 52 12, 54 2, 56 12, 58 10, 60 32, 62 10, 64 4, 66 16, 68 49, 70 16, 72 30, 74 2
T1620: 1 35, 3 28, 5 15, 7 15, 9 8, 11 40, 13 9, 15 24, 17 18, 20 8, 21 5, 24 10, 25 4, 28 8, 29 24, 31 9, 34 54, 37 12, 38 3, 40 88, 42 6, 44 1, 47 27, 49 20, 50 40, 52 12, 54 9, 56 32, 58 8, 60 8, 62 2, 64 28, 66 20, 68 42, 70 16, 72 48, 74 7
T1621: 1 28, 3 8, 5 24, 7 30, 9 12, 12 16, 14 2, 16 9, 17 18, 20 10, 21 2, 24 16, 25 4, 28 10, 29 20, 33 81, 34 6, 36 9, 38 9, 40 44, 42 10, 44 5, 47 30, 48 56, 50 10, 52 24, 54 10, 56 8, 58 3, 60 12, 62 9, 64 40, 66 20, 68 70, 70 16, 72 54, 74 6
T1622: 1 49, 4 25, 5 3, 8 6, 9 12, 11 40, 14 4, 15 12, 17 21, 19 30, 21 5, 24 2, 25 1, 28 12, 29 20, 33 90, 34 12, 36 5, 38 10, 40 66, 42 9, 44 7, 46 10, 48 14, 51 8, 52 6, 54 7, 56 40, 58 5, 60 36, 62 4, 64 40, 66 40, 68 35, 71 28, 72 36, 74 9
T1623: 1 56, 4 15, 5 21, 7 15, 10 24, 11 40, 14 6, 15 15, 17 9, 19 9, 21 10, 24 8, 25 8, 28 4, 29 12, 33 81, 34 6, 36 1, 38 5, 40 99, 42 6, 44 5, 46 7, 48 21, 51 18, 52 36, 54 4, 56 24, 58 6, 60 40, 62 2, 64 36, 66 12, 68 14, 71 28, 72 60, 74 2
T1624: 1 14, 4 5, 5 21, 7 18, 9 20, 11 20, 14 9, 16 9, 17 3, 19 6, 21 10, 24 4, 25 4, 28 12, 29 32, 33 9, 34 6, 36 4, 38 10, 40 66, 42 5, 44 7, 46 5, 48 42, 51 12, 52 36, 54 4, 56 28, 58 9, 60 8, 62 5, 64 16, 66 20, 68 63, 70 6, 72 42, 74 1
T1625: 1 49, 4 45, 5 27, 8 20, 9 8, 12 20, 14 4, 16 15, 17 9, 19 15, 21 9, 24 6, 25 4, 28 18, 29 28, 33 90, 34 36, 36 4, 38 5, 40 44, 42 7, 44 7, 46 5, 48 14, 51 4, 52 36, 54 3, 56 4, 58 5, 60 40, 62 7, 64 24, 66 16, 68 70, 71 28, 72 6, 74 1
T1626: 1 63, 4 5, 5 18, 7 30, 9 6, 12 12, 14 10, 15 27, 17 24, 20 8, 21 2, 24 14, 25 3, 28 2, 29 4, 33 54, 34 48, 36 3, 38 4, 40 99, 42 1, 44 1, 47 30, 48 56, 51 4, 52 30, 54 5, 56 4, 58 9, 60 4, 62 10, 64 32, 66 8, 68 70, 70 4, 72 30, 74 1
T1627: 1 70, 4 35, 5 21, 7 3, 9 14, 12 16, 14 7, 16 15, 17 12, 20 4, 21 7, 24 8, 25 3, 28 6, 29 32, 33 45, 34 24, 36 10, 38 8, 40 99, 42 9, 44 3, 47 9, 48 70, 51 4, 52 6, 54 3, 56 4, 58 2, 60 12, 62 6, 64 28, 66 32, 68 70, 70 18, 72 12, 74 1
T1628: 1 70, 4 10, 5 21, 7 15, 10 48, 11 50, 14 8, 15 6, 17 9, 19 12, 21 10, 24 18, 25 1, 28 8, 29 12, 33 63, 34 12, 36 8, 38 6, 40 88, 42 2, 44 3, 46 6, 48 63, 50 5, 52 36, 54 1, 56 12, 58 2, 60 8, 62 5, 64 4, 66 8, 68 21, 71 36, 72 24, 74 3
T1629: 1 28, 4 50, 5 15, 7 6, 9 10, 12 14, 14 9, 15 21, 17 24, 19 12, 21 9, 24 8, 25 2, 28 16, 29 12, 33 63, 34 18, 36 7, 38 4, 40 11, 42 9, 44 4, 46 7, 48 56, 50 15, 52 24, 54 5, 56 40, 58 2, 60 24, 62 2, 64 12, 66 36, 68 14, 71 32, 72 30, 74 8
T1630: 1 7, 4 15, 5 30, 7 9, 9 14, 12 4, 14 6, 15 12, 17 27, 20 5, 21 4, 24 20, 25 2, 28 10, 29 20, 33 36, 34 36, 36 9, 38 10, 40 33, 42 2, 44 9, 47 21, 48 70, 50 15, 52 24, 54 5, 56 32, 58 9, 60 12, 62 5, 64 8, 66 24, 68 35, 70 20, 72 30, 74 2
T1631: 1 63, 4 30, 5 12, 7 12, 9 4, 12 18, 14 7, 16 30, 17 12, 20 5, 21 5, 24 8, 25 5, 28 14, 29 20, 33 45, 34 12, 36 6, 38 3, 40 77, 42 10, 44 10, 47 24, 48 49, 50 25, 52 42, 54 1, 56 28, 58 7, 60 36, 62 9, 64 36, 66 24, 68 42, 70 18, 72 54, 74 2
T1632: 1 42, 4 35, 5 9, 7 12, 9 20, 12 2, 14 5, 16 15, 17 30, 20 2, 21 1, 24 18, 25 4, 28 18, 29 12, 31 9, 34 30, 36 1, 38 6, 40 110, 42 9, 44 8, 47 6, 48 70, 50 40, 52 6, 54 2, 56 28, 58 1, 60 20, 62 3, 64 16, 66 12, 68 35, 70 2, 73 4, 74 10
T1633: 1 42, 4 45, 5 21, 7 15, 9 6, 12 4, 14 6, 16 15, 17 12, 20 5, 21 4, 24 6, 25 2, 28 16, 29 8, 31 6, 34 54, 36 1, 38 7, 40 11, 42 1, 44 1, 47 21, 48 7, 50 30, 52 54, 54 7, 56 40, 58 3, 60 24, 62 2, 64 12, 66 12, 68 49, 70 18, 72 18, 74 7
T1634: 1 28, 4 35, 5 24, 7 18, 9 20, 12 18, 14 8, 15 9, 17 15, 19 6, 21 1, 24 20, 25 4, 28 14, 29 40, 33 18, 34 18, 36 9, 39 16, 40 44, 42 4, 44 8, 46 9, 48 56, 51 16, 52 48, 54 1, 56 4, 58 1, 60 36, 62 7, 64 32, 66 16, 68 14, 71 8, 72 6, 74 8
T1635: 1 28, 3 36, 5 9, 7 9, 9 2, 12 4, 14 9, 16 15, 18 8, 20 10, 21 9, 24 12, 25 7, 28 2, 29 36, 33 45, 34 30, 36 1, 38 10, 40 99, 42 3, 44 3, 47 18, 48 49, 50 5, 52 60, 54 1, 56 32, 58 10, 60 20, 62 7, 64 28, 66 32, 68 42, 70 14, 72 36, 74 9
T1636: 1 7, 3 24, 5 21, 7 24, 9 12, 11 15, 14 9, 16 15, 18 4, 20 1, 21 6, 24 12, 25 2, 28 16, 29 24, 31 27, 34 24, 36 4, 38 2, 40 99, 42 5, 44 4, 47 24, 48 56, 50 25, 52 12, 54 9, 56 32, 58 6, 60 40, 62 7, 64 40, 66 24, 68 63, 70 12, 73 20, 74 3
T1637: 1 7, 3 4, 5 9, 7 3, 10 30, 11 50, 14 5, 16 18, 18 16, 20 5, 21 2, 24 2, 25 5, 28 10, 29 36, 31 18, 34 60, 36 8, 38 4, 40 44, 42 10, 44 6, 46 4, 48 28, 50 35, 52 36, 54 1, 56 4, 58 6, 60 28, 62 3, 64 4, 66 8, 68 21, 71 32, 72 48, 74 5
T1638: 1 14, 3 20, 5 18, 7 21, 10 60, 11 25, 14 8, 16 3, 18 4, 20 2, 21 1, 24 6, 25 2, 28 20, 29 24, 31 6, 34 30, 36 6, 38 8, 40 55, 42 1, 44 10, 47 9, 48 63, 50 15, 52 18, 54 3, 56 36, 58 6, 60 12, 62 3, 64 40, 66 20, 68 7, 70 10, 72 6, 74 3
T1639: 1 7, 3 24, 5 24, 7 12, 10 24, 12 18, 14 6, 16 3, 18 4, 20 10, 21 8, 23 10, 25 5, 28 20, 29 36, 31 9, 34 18, 36 4, 38 2, 40 33, 42 8, 44 2, 46 2, 48 42, 51 20, 52 54, 54 10, 56 24, 58 4, 60 16, 62 4, 64 32, 66 16, 68 42, 71 8, 72 48, 74 4
T1640: 1 21, 4 40, 5 15, 7 15, 10 48, 11 45, 14 8, 16 6, 18 8, 20 1, 21 10, 24 6, 25 3, 28 18, 29 32, 33 45, 34 60, 36 5, 38 4, 40 11, 42 7, 44 9, 46 5, 48 49, 51 18, 52 54, 54 10, 56 16, 58 8, 60 40, 62 7, 64 20, 66 40, 68 14, 71 32, 72 24, 74 3
T1641: 1 35, 4 20, 5 6, 7 6, 9 16, 12 14, 14 3, 16 30, 18 4, 20 4, 21 9, 24 8, 25 1, 28 12, 29 12, 33 81, 34 12, 36 7, 38 6, 40 66, 42 10, 44 1, 46 1, 48 56, 51 14, 52 12, 54 9, 56 12, 58 7, 60 32, 62 3, 64 28, 66 4, 68 35, 70 2, 72 12, 74 10
T1642: 1 28, 4 25, 5 3, 7 9, 9 16, 12 4, 14 1, 16 21, 18 4, 20 4, 21 9, 24 6, 25 1, 28 6, 29 4, 33 9, 34 54, 36 10, 38 8, 40 77, 42 6, 44 10, 46 2, 48 42, 50 15, 52 48, 54 2, 56 4, 58 4, 60 36, 62 4, 64 24, 66 12, 68 21, 70 6, 72 6, 74 9
T1643: 1 63, 4 20, 5 6, 7 15, 9 16, 12 18, 14 3, 16 30, 18 20, 20 7, 21 5, 24 8, 25 8, 28 4, 29 36, 33 27, 34 6, 36 7, 38 2, 40 110, 42 4, 44 5, 46 4, 48 63, 50 45, 52 12, 54 4, 56 32, 58 10, 60 16, 62 4, 64 28, 66 28, 68 63, 71 8, 72 6, 74 9
T1644: 1 7, 4 35, 5 3, 7 30, 9 16, 12 2, 14 4, 16 27, 18 14, 20 2, 21 6, 24 6, 25 7, 28 4, 29 20, 31 30, 34 48, 36 3, 38 5, 40 110, 42 6, 44 9, 46 2, 48 14, 50 30, 52 18, 54 5, 56 40, 58 6, 60 24, 62 1, 64 36, 66 40, 68 63, 70 6, 73 8, 74 9
T1645: 1 28, 4 40, 5 15, 7 30, 9 8, 12 16, 14 4, 16 3, 18 2, 20 5, 21 10, 24 6, 25 8, 28 6, 29 32, 31 6, 34 18, 36 1, 38 4, 40 77, 42 10, 44 1, 46 8, 48 70, 50 45, 52 24, 54 4, 56 28, 58 10, 60 24, 62 7, 64 24, 66 36, 68 42, 71 12, 73 6, 74 4
T1646: 1 56, 4 5, 5 18, 7 6, 9 2, 12 12, 14 6, 16 21, 18 18, 20 9, 21 2, 24 2, 25 4, 28 8, 29 8, 31 30, 34 24, 36 2, 38 4, 40 110, 42 7, 44 6, 46 10, 48 7, 50 35, 52 42, 54 10, 56 40, 58 8, 60 40, 62 10, 64 24, 66 36, 68 49, 70 18, 72 48, 74 10
T1647: 1 70, 4 40, 5 18, 7 30, 9 6, 12 12, 14 3, 16 3, 18 8, 20 9, 21 5, 24 8, 25 7, 28 18, 29 28, 31 27, 34 60, 36 3, 38 6, 40 11, 42 4, 44 2, 46 2, 48 28, 50 50, 52 42, 54 10, 56 20, 58 4, 60 16, 62 4, 64 12, 66 20, 68 35, 71 4, 72 12, 74 4
T1648: 1 70, 3 40, 5 30, 7 15, 10 12, 11 40, 14 1, 16 6, 18 16, 20 7, 21 10, 24 18, 25 10, 28 18, 29 16, 31 15, 34 24, 36 3, 39 8, 40 99, 42 4, 44 10, 46 1, 48 56, 51 20, 52 54, 54 8, 56 16, 58 3, 60 40, 62 4, 64 24, 66 4, 68 49, 71 32, 72 60, 74 6
T1649: 1 56, 3 4, 5 21, 7 9, 9 12, 12 2, 14 6, 16 3, 18 2, 20 10, 21 1, 23 15, 25 8, 28 6, 29 28, 31 24, 34 36, 36 4, 39 12, 40 44, 42 7, 44 2, 46 1, 48 7, 51 6, 52 48, 54 4, 56 32, 58 5, 60 4, 62 1, 64 12, 66 20, 68 63, 71 24, 72 18, 74 7
T1650: 1 70, 4 50, 5 3, 7 27, 9 20, 12 14, 14 6, 16 24, 18 2, 20 5, 21 5, 24 8, 25 9, 28 2, 29 16, 33 27, 34 42, 36 4, 39 10, 40 44, 42 2, 44 7, 46 7, 48 63, 51 14, 52 60, 54 5, 56 36, 58 1, 60 8, 62 3, 64 20, 66 36, 68 42, 71 24, 72 18, 74 6
T1651: 1 63, 3 40, 5 21, 7 30, 9 12, 11 40, 14 6, 15 27, 17 15, 19 3, 21 1, 24 14, 25 4, 28 18, 29 28, 33 45, 34 42, 37 20, 38 4, 40 88, 42 4, 44 7, 46 4, 49 4, 50 15, 52 6, 54 6, 56 8, 58 4, 60 32, 62 3, 64 28, 66 4, 68 63, 70 20, 72 12, 74 4
T1652: 1 7, 3 40, 5 12, 7 15, 9 20, 11 10, 14 5, 15 6, 17 3, 20 5, 21 7, 24 8, 25 6, 28 10, 29 32, 31 21, 34 6, 37 32, 38 7, 40 22, 42 10, 44 2, 47 12, 49 12, 50 10, 52 54, 54 6, 56 40, 58 6, 60 4, 62 5, 64 36, 66 40, 68 28, 70 10, 72 24, 74 9
T1653: 1 14, 3 24, 5 6, 7 30, 9 10, 12 18, 13 2, 16 21, 18 2, 20 5, 21 5, 23 25, 25 2, 28 14, 29 32, 31 27, 34 12, 36 3, 38 3, 40 22, 42 4, 44 6, 47 21, 48 42, 51 12, 52 54, 55 4, 56 12, 58 8, 60 24, 62 10, 64 28, 66 24, 68 42, 70 12, 72 42, 74 9
T1654: 1 63, 3 28, 5 3, 7 21, 9 18, 12 2, 13 6, 16 15, 18 8, 20 3, 21 10, 23 20, 25 10, 28 16, 29 32, 31 6, 34 18, 36 4, 38 9, 40 66, 42 6, 44 5, 47 6, 48 56, 50 45, 52 54, 55 10, 56 4, 58 6, 60 40, 62 7, 64 16, 66 32, 68 21, 70 14, 72 42, 74 1
T1655: 1 56, 3 32, 5 3, 7 27, 9 12, 11 50, 13 4, 15 24, 17 9, 19 9, 21 8, 23 20, 25 9, 28 4, 29 8, 31 27, 34 48, 37 24, 38 6, 40 66, 42 10, 44 3, 46 2, 49 16, 51 2, 52 36, 55 20, 56 4, 58 7, 60 4, 62 4, 64 28, 66 32, 68 49, 70 12, 72 18, 74 4
T1656: 1 28, 3 4, 5 30, 7 6, 9 6, 11 10, 13 7, 15 21, 17 24, 19 9, 21 2, 23 10, 25 6, 28 16, 29 28, 31 6, 34 60, 37 8, 38 9, 40 88, 42 10, 44 2, 46 8, 49 12, 50 10, 52 36, 55 10, 56 36, 58 7, 60 40, 62 9, 64 28, 66 8, 68 49, 70 2, 72 12, 74 8
T1657: 1 35, 3 32, 5 3, 7 15, 9 12, 11 15, 13 2, 15 12, 17 15, 20 9, 21 3, 23 15, 25 2, 28 6, 29 36, 31 15, 34 12, 37 24, 38 8, 40 11, 42 2, 44 1, 47 24, 49 14, 50 50, 52 60, 55 18, 56 36, 58 1, 60 36, 62 9, 64 28, 66 4, 68 35, 70 20, 72 24, 74 10
T1658: 1 35, 3 16, 5 6, 8 10, 9 12, 12 4, 14 4, 16 21, 17 3, 19 6, 21 6, 23 35, 25 10, 28 6, 29 32, 31 6, 34 42, 36 5, 38 3, 40 88, 42 9, 44 9, 46 10, 48 35, 51 2, 52 6, 55 12, 56 32, 58 5, 60 24, 62 6, 64 32, 66 8, 68 42, 71 8, 72 18, 74 5
T1659: 1 49, 3 40, 5 12, 7 24, 10 48, 12 20, 14 3, 15 15, 17 21, 20 10, 21 3, 23 40, 25 8, 28 14, 29 28, 31 30, 34 24, 36 6, 38 10, 40 11, 42 9, 44 5, 47 12, 48 14, 50 15, 52 18, 55 14, 56 8, 58 3, 60 24, 62 9, 64 36, 66 40, 68 70, 70 12, 72 12, 74 7
T1660: 1 28, 3 16, 5 18, 7 6, 10 60, 12 14, 14 4, 15 9, 17 6, 19 9, 21 10, 23 50, 25 3, 28 4, 29 4, 31 18, 34 42, 36 3, 39 20, 40 22, 42 6, 44 8, 46 1, 48 70, 51 2, 52 36, 55 16, 56 20, 58 9, 60 16, 62 1, 64 28, 66 16, 68 28, 71 12, 72 12, 74 1
T1661: 1 7, 3 36, 5 18, 7 18, 10 42, 12 2, 14 7, 16 15, 18 4, 20 5, 21 2, 23 40, 25 9, 28 12, 29 8, 31 30, 34 48, 36 9, 38 3, 40 11, 42 8, 44 7, 46 2, 48 21, 51 14, 52 36, 55 12, 56 8, 58 5, 60 36, 62 8, 64 28, 66 4, 68 49, 71 20, 72 6, 74 7
T1662: 1 35, 3 16, 5 24, 7 15, 9 20, 12 18, 14 10, 16 24, 18 18, 20 5, 21 3, 23 50, 25 2, 28 4, 29 36, 31 21, 34 30, 36 7, 38 6, 40 33, 42 5, 44 4, 47 6, 48 49, 50 50, 52 48, 55 4, 56 8, 58 4, 60 8, 62 6, 64 28, 66 32, 68 14, 70 10, 72 48, 74 10
T1663: 1 42, 3 16, 5 6, 7 15, 9 18, 12 12, 14 2, 16 30, 18 12, 20 7, 21 5, 23 35, 25 6, 28 20, 29 36, 31 12, 34 42, 36 7, 39 12, 40 22, 42 9, 44 9, 46 1, 48 35, 51 10, 52 42, 55 6, 56 28, 58 8, 60 32, 62 6, 64 4, 66 12, 68 70, 71 28, 72 60, 74 6
T1664: 1 42, 3 20, 5 6, 7 27, 9 10, 11 25, 13 4, 15 27, 17 24, 19 27, 21 1, 24 2, 25 7, 27 16, 29 12, 32 20, 34 12, 36 3, 38 8, 40 88, 43 40, 44 7, 46 5, 48 28, 51 2, 52 36, 54 5, 56 12, 58 6, 60 20, 62 6, 65 24, 66 32, 68 63, 70 20, 73 14, 74 8
T1665: 1 70, 3 20, 5 18, 7 12, 9 8, 11 30, 13 8, 15 18, 17 21, 19 15, 21 1, 24 18, 25 9, 27 18, 29 12, 32 20, 34 42, 36 5, 38 6, 40 99, 43 25, 44 8, 46 2, 48 28, 50 30, 52 60, 54 3, 56 40, 58 5, 60 8, 62 7, 65 30, 66 32, 68 63, 70 16, 73 20, 74 6
T1666: 1 35, 3 16, 6 4, 7 24, 9 6, 11 35, 13 4, 15 6, 17 24, 19 24, 21 5, 24 10, 25 2, 27 14, 29 4, 32 20, 35 42, 36 6, 38 2, 40 66, 43 15, 44 10, 46 6, 48 63, 50 20, 52 12, 54 9, 56 28, 58 8, 60 4, 62 1, 65 24, 66 8, 68 7, 70 16, 73 18, 74 7
T1667: 1 70, 3 4, 5 15, 7 15, 9 16, 11 15, 13 5, 15 3, 17 12, 20 2, 21 10, 24 2, 25 8, 27 10, 29 8, 32 15, 34 60, 36 6, 38 4, 40 44, 43 20, 44 3, 47 24, 48 21, 51 4, 52 60, 54 7, 56 40, 58 7, 60 12, 62 5, 65 12, 66 32, 68 70, 70 20, 72 54, 74 9
T1668: 1 7, 3 4, 5 9, 7 6, 9 14, 12 4, 13 2, 15 9, 17 12, 20 6, 21 10, 24 18, 25 7, 27 18, 29 36, 31 9, 34 24, 36 10, 38 7, 40 110, 43 10, 44 4, 47 3, 48 7, 51 20, 52 24, 54 7, 56 36, 58 3, 60 32, 62 6, 65 21, 66 4, 68 49, 70 8, 72 6, 74 2
